time_us,temp_C,hum_pct,press_hPa,altitude_m,accelX,accelY,accelZ,voltage_V
9074645,25.46,53.30,948.11,556.93,947.27,406.25,36.13,0.00
9127405,25.47,53.86,948.17,556.38,921.87,416.99,-27.83,0.00
9181377,25.47,53.65,948.17,556.38,868.16,506.35,56.15,0.00
9235634,25.47,53.24,948.15,556.55,1047.85,437.01,43.95,0.00
9292128,25.45,53.54,948.15,556.60,875.49,433.11,25.88,0.00
9346932,25.43,53.20,948.12,556.87,881.84,469.24,22.95,0.00
9402425,25.47,53.19,948.14,556.62,872.07,504.88,21.48,0.00
9463738,25.46,53.42,948.06,557.41,884.28,462.89,16.60,0.00
9522052,25.46,53.53,948.16,556.45,1116.21,480.96,-145.02,0.00
9574283,25.46,53.04,948.14,556.69,945.31,425.29,19.53,0.00
9625705,25.46,53.40,948.11,556.93,918.95,516.11,-13.67,0.00
9677269,25.47,53.58,948.15,556.55,907.71,367.19,56.64,0.00
9728890,25.47,53.08,948.17,556.38,755.86,466.80,-22.46,0.00
9782730,25.47,53.22,948.12,556.86,929.20,400.88,21.48,0.00
9836729,25.47,53.23,948.14,556.62,839.36,605.96,-62.99,0.00
9895468,25.47,53.16,948.17,556.38,720.70,435.55,-50.29,0.00
9950108,25.46,53.30,948.22,555.98,883.79,438.48,79.59,0.00
10005527,25.47,53.46,948.17,556.38,919.43,559.57,-60.06,0.00
10061030,25.46,53.79,948.19,556.22,1113.28,460.94,-93.26,0.00
10116600,25.46,53.03,948.14,556.69,858.40,487.79,-65.43,0.00
10172948,25.47,53.48,948.17,556.38,975.59,479.49,-2.93,0.00
10224979,25.46,53.27,948.16,556.45,916.02,459.47,32.71,0.00
10276596,25.47,53.17,948.21,556.08,847.17,541.99,-117.19,0.00
10328635,25.47,53.68,948.18,556.31,719.24,415.04,-343.26,0.00
10385942,25.45,53.08,948.12,556.83,826.17,434.08,-475.59,0.00
10440126,25.47,53.69,948.14,556.62,913.57,524.41,-469.24,0.00
10494986,25.47,53.19,948.12,556.86,799.80,556.64,-493.65,0.00
10549337,25.48,52.95,948.16,556.48,723.63,326.66,30.27,0.00
10605119,25.45,53.01,948.12,556.83,885.25,423.34,354.00,0.00
10660731,25.46,53.23,948.19,556.22,733.89,665.04,387.70,0.00
10716420,25.47,52.81,948.18,556.31,913.09,500.00,317.38,0.00
10775273,25.42,52.99,948.10,557.01,780.76,365.23,444.34,0.00
10830082,25.47,53.33,948.21,556.08,1224.61,668.95,243.16,0.00
10881571,25.47,53.30,948.13,556.79,652.34,472.17,395.02,0.00
10933158,25.47,53.49,948.14,556.62,730.47,350.10,444.34,0.00
10986200,25.46,53.71,948.11,556.45,737.30,176.27,423.34,0.00
11040145,25.47,53.42,948.14,556.62,872.07,153.81,355.47,0.00
11094183,25.47,53.71,948.14,556.62,1237.79,262.21,274.41,0.00
11148323,25.46,53.34,948.16,556.22,1086.91,208.50,232.42,0.00
11203015,25.46,53.53,948.14,556.69,1029.79,92.77,322.75,0.00
11263401,25.46,53.43,948.16,556.45,906.25,-29.30,436.52,0.00
11319086,25.47,53.29,948.12,556.86,768.55,-93.75,579.10,0.00
11377664,25.47,53.41,948.17,556.38,754.39,-163.57,558.11,0.00
11429258,25.46,53.24,948.19,556.22,804.20,-12.70,302.73,0.00
11480878,25.46,52.97,948.13,556.76,746.58,319.82,113.28,0.00
11532600,25.46,53.20,948.16,556.45,684.57,492.68,-214.36,0.00
11584401,25.46,53.41,948.19,556.45,715.33,716.31,-473.63,0.00
11638423,25.46,52.96,948.16,556.45,734.37,570.80,-547.85,0.00
11697090,25.43,52.96,948.16,556.47,850.59,176.76,-1189.94,0.00
11751297,25.46,53.15,948.18,556.29,541.50,322.27,-715.82,0.00
11806015,25.45,52.51,948.15,556.60,341.80,345.21,-765.62,0.00
11861468,25.46,52.63,948.16,556.45,230.96,159.67,-1078.13,0.00
11916821,25.46,53.08,948.14,556.69,261.23,-2000.00,-777.34,0.00
11972323,25.46,52.99,948.14,556.69,60.55,263.18,-1027.83,0.00
12028323,25.46,53.15,948.10,557.00,264.65,114.75,-1890.14,0.00
12079810,25.46,53.22,948.14,556.22,-212.89,151.37,-602.05,0.00
12135750,25.47,52.76,948.14,556.62,-83.50,131.84,-829.10,0.00
12187670,25.46,52.86,948.10,557.00,-188.48,335.94,-1342.29,0.00
12241633,25.45,53.08,948.17,556.43,-187.99,358.40,-871.58,0.00
12295563,25.46,52.57,948.16,556.53,-163.57,485.35,-865.72,0.00
12349566,25.45,52.18,948.09,557.07,-94.73,239.26,-1024.41,0.00
12404068,25.44,52.90,948.08,557.21,-52.73,784.67,-833.50,0.00
12459735,25.45,53.03,948.17,556.43,-412.60,216.80,-711.91,0.00
12515086,25.45,52.88,948.12,556.83,-593.26,377.93,-713.38,0.00
12575642,25.45,53.07,948.11,556.90,-567.87,203.61,-650.39,0.00
12631845,25.46,52.77,948.16,556.45,-373.54,169.43,-993.16,0.00
12683361,25.45,53.27,948.07,557.31,-390.62,348.14,-1069.82,0.00
12735127,25.42,52.87,948.10,557.01,-389.65,242.68,-962.40,0.00
12786734,25.45,52.74,948.17,556.36,-316.89,375.00,-742.68,0.00
12839431,25.46,53.19,948.14,556.69,-109.86,309.57,-694.82,0.00
12893737,25.45,52.95,948.09,557.07,11.23,467.77,-575.20,0.00
12947847,25.47,53.26,948.12,556.86,149.41,378.42,-807.13,0.00
13007028,25.47,52.83,948.14,556.62,636.72,228.03,-945.80,0.00
13062473,25.46,53.42,948.10,556.53,745.61,198.24,-1319.82,0.00
13118090,25.46,53.08,948.19,556.22,181.64,-76.66,-1095.70,0.00
13173765,25.45,52.80,948.03,556.90,-241.70,15.63,-1062.50,0.00
13232231,25.45,53.24,948.07,557.31,-447.75,113.77,-754.88,0.00
13283670,25.45,53.10,948.15,556.60,-283.69,-109.37,-902.83,0.00
13335736,25.45,53.12,948.15,556.60,-350.10,1.95,-896.97,0.00
13387297,25.45,53.33,948.12,556.60,-371.58,-153.81,-883.79,0.00
13443090,25.46,53.22,948.16,556.45,-358.40,-103.03,-910.16,0.00
13497562,25.44,52.96,948.19,556.26,-296.87,-144.04,-949.22,0.00
13551605,25.45,53.38,948.15,556.60,-280.27,-148.93,-1006.35,0.00
13605810,25.46,52.49,948.16,556.53,-264.16,-122.07,-990.72,0.00
13660742,25.46,52.71,948.18,556.53,-277.34,-116.21,-942.38,0.00
13716199,25.45,52.39,948.03,557.62,-303.22,-113.28,-945.80,0.00
13771687,25.45,53.41,948.17,556.83,-325.68,-148.44,-929.20,0.00
13827323,25.45,52.78,948.14,556.67,-337.40,-106.45,-900.88,0.00
13886707,25.46,52.89,948.14,556.69,-328.61,-166.02,-914.55,0.00
13938191,25.46,52.71,948.16,556.45,-306.64,-195.31,-948.24,0.00
13989777,25.45,53.02,948.17,556.36,-299.32,-227.54,-967.29,0.00
14041468,25.46,52.95,948.16,556.45,-316.41,-222.17,-953.61,0.00
14095327,25.46,52.93,948.16,556.45,-320.31,-209.96,-935.55,0.00
14149361,25.46,52.94,948.19,556.22,-329.59,-220.21,-908.69,0.00
14203983,25.47,53.64,948.20,556.15,-344.73,-203.12,-896.48,0.00
14258349,25.46,52.88,948.16,556.45,-336.91,-240.23,-909.67,0.00
14318886,25.46,52.63,948.13,556.76,-345.21,-245.61,-915.04,0.00
14374572,25.46,52.91,948.16,556.45,-335.45,-271.97,-919.92,0.00
14430365,25.45,53.56,948.14,556.67,-359.37,-245.61,-899.90,0.00
14486600,25.46,52.48,948.10,557.00,-325.20,-131.35,-816.89,0.00
14538409,25.45,53.32,948.11,556.90,-446.78,-243.16,-923.34,0.00
14589985,25.46,53.42,948.10,557.00,-407.23,-249.02,-1383.30,0.00
14641604,25.46,52.98,948.16,556.53,-474.12,-323.73,-488.77,0.00
14694377,25.46,52.96,948.10,557.00,-422.85,-354.00,-1497.56,0.00
14752666,25.46,52.89,948.14,556.69,-401.37,-279.30,-2000.00,0.00
14806770,25.46,52.92,948.16,556.45,-394.53,-293.46,-900.39,0.00
14861015,25.46,53.72,948.16,556.53,-422.85,-332.52,-868.16,0.00
14916337,25.46,53.43,948.19,556.22,-387.21,-359.86,-886.23,0.00
14973837,25.45,53.27,948.15,556.60,-392.58,-243.65,-894.53,0.00
15029609,25.47,53.48,948.14,556.62,-385.74,-347.66,-896.48,0.00
15088056,25.46,52.95,948.13,556.76,-432.13,-299.80,-821.78,0.00
15140163,25.45,53.02,948.15,556.60,-388.18,-335.94,-861.82,0.00
15194857,25.47,53.17,948.21,556.08,-384.77,-324.71,-879.88,0.00
15246530,25.47,52.86,948.14,556.62,-361.33,-310.06,-869.63,0.00
15299503,25.47,52.80,948.12,556.86,-388.67,-341.31,-772.46,0.00
15353415,25.46,53.31,948.16,556.45,-271.97,-330.57,-901.86,0.00
15407527,25.46,53.59,948.11,556.93,-288.57,-325.20,-925.29,0.00
15461575,25.47,53.26,948.18,556.31,-309.57,-290.53,-1007.81,0.00
15516111,25.46,52.99,948.14,556.69,-715.82,-270.51,-836.43,0.00
15571769,25.47,53.56,948.14,556.62,-367.19,-352.05,-993.16,0.00
15632337,25.48,52.95,948.16,556.48,-307.13,-341.31,-928.71,0.00
15690604,25.46,52.69,948.16,556.45,-298.34,-301.27,-888.18,0.00
15742319,25.46,53.04,948.16,556.53,-283.69,-294.43,-886.23,0.00
15793661,25.46,52.96,948.13,556.76,-277.34,-333.98,-914.55,0.00
15845087,25.46,52.86,948.16,556.45,-261.23,-303.71,-919.92,0.00
15896825,25.47,52.99,948.12,556.86,-277.34,-306.15,-944.82,0.00
15950562,25.47,52.70,948.18,556.79,-258.79,-360.84,-976.07,0.00
16004572,25.46,52.93,948.10,557.00,-532.71,-284.67,-1113.77,0.00
16058627,25.45,53.07,948.12,556.83,-247.07,-316.41,-916.50,0.00
16112815,25.45,52.80,948.15,556.36,-321.78,-338.87,-926.27,0.00
16168507,25.47,53.08,948.14,556.62,-327.64,-364.75,-892.58,0.00
16224217,25.46,52.78,948.07,557.00,-338.38,-307.62,-905.76,0.00
16279740,25.46,52.58,948.14,556.69,-290.53,-303.71,-959.96,0.00
16338296,25.46,53.12,948.19,556.22,127.44,-418.46,-1036.13,0.00
16389914,25.46,53.39,948.03,557.65,-438.96,-366.21,-785.64,0.00
16444631,25.47,52.93,948.17,556.38,-308.59,-339.36,-933.59,0.00
16496907,25.47,53.16,948.20,556.15,-360.84,-285.64,-823.24,0.00
16549769,25.47,53.16,948.23,555.91,-298.34,-356.93,-924.80,0.00
16604079,25.47,53.40,948.14,556.62,-367.19,-243.65,52.73,0.00
16658531,25.47,52.76,948.14,556.62,-395.02,-434.08,-918.95,0.00
16712833,25.47,53.49,948.21,556.08,-310.55,-324.71,-820.31,0.00
16767666,25.47,53.86,948.14,556.62,-417.48,-339.36,-864.26,0.00
16823258,25.47,53.00,948.21,556.08,-355.96,-402.83,-919.92,0.00
16883814,25.48,53.29,948.19,556.24,-363.77,-438.48,-863.28,0.00
16942183,25.47,53.04,948.17,556.86,-362.79,-362.30,-828.61,0.00
16993632,25.47,53.45,948.18,556.31,-373.05,-346.68,-806.64,0.00
17045889,25.47,53.01,948.17,556.38,-409.18,-159.67,-849.61,0.00
17097531,25.47,53.39,948.21,556.08,-266.60,-415.53,-890.62,0.00
17149340,25.47,53.43,948.17,556.38,-334.96,-285.16,-811.52,0.00
17203376,25.47,52.77,948.14,556.62,-432.13,-260.25,-795.90,0.00
17257431,25.47,53.16,948.18,556.31,-329.59,-331.54,-858.89,0.00
17315918,25.48,53.14,948.13,556.72,67.87,-228.03,-738.77,0.00
17370600,25.47,53.62,948.17,556.38,-323.24,-383.30,-882.32,0.00
17426341,25.48,53.40,948.19,556.24,-693.85,-904.79,-1396.97,0.00
17481810,25.47,53.11,948.21,556.08,-360.84,-293.95,-940.43,0.00
17537428,25.47,53.26,948.17,556.38,-324.22,-397.95,-707.52,0.00
17593627,25.48,53.02,948.19,556.24,-325.20,-378.91,-881.84,0.00
17645158,25.47,52.91,948.14,556.62,-367.68,-321.78,-795.90,0.00
17696640,25.46,53.13,948.18,556.29,-311.04,-339.84,-900.88,0.00
17751370,25.47,53.57,948.25,555.67,-127.44,-1927.73,924.32,0.00
17805424,25.47,52.85,948.14,556.62,-360.35,-339.84,-2000.00,0.00
17861737,25.47,53.53,948.21,556.08,-261.23,-395.51,-942.38,0.00
17916089,25.47,52.87,948.12,556.38,-422.85,-374.02,-824.71,0.00
17970460,25.47,53.55,948.14,556.62,-426.76,-243.16,-758.79,0.00
18026544,25.47,53.22,948.20,556.15,-359.37,-220.21,-758.79,0.00
18082172,25.47,52.86,948.18,556.31,-326.17,-364.75,-868.65,0.00
18137907,25.45,53.07,948.12,556.60,-359.86,-305.66,-884.28,0.00
18199335,25.47,53.54,948.10,557.03,-399.90,-307.62,-918.46,0.00
18250846,25.47,53.71,948.21,556.08,-394.04,-356.45,-945.80,0.00
18302839,25.48,53.31,948.19,556.24,-367.68,-383.79,-952.64,0.00
18354507,25.46,52.89,948.14,556.69,-2000.00,-2000.00,1999.94,0.00
18407208,25.46,53.90,948.11,556.93,-683.59,-383.79,-906.74,0.00
18461227,25.46,52.88,948.16,556.53,-370.61,-386.72,-888.18,0.00
18515250,25.47,53.29,948.18,556.31,-449.71,-346.68,-833.01,0.00
18569785,25.47,53.31,948.10,557.03,-394.53,-382.81,-866.21,0.00
18629650,25.48,53.10,948.21,556.01,-397.46,-364.26,-862.30,0.00
18685021,25.47,53.51,948.13,556.08,-394.04,-397.95,-937.50,0.00
18740554,25.47,52.79,948.50,553.52,-1299.80,318.85,-1827.15,0.00
18798851,25.48,52.95,948.17,556.41,-442.87,-526.37,-845.70,0.00
18850361,25.47,53.29,948.18,556.31,-323.73,-354.49,-882.32,0.00
18902601,25.48,53.99,948.13,556.72,-374.02,-324.22,-849.61,0.00
18954250,25.47,53.45,948.14,556.62,-367.19,-396.48,-871.58,0.00
19006507,25.47,53.33,948.13,556.79,-354.00,-347.17,-860.84,0.00
19064555,25.47,52.94,948.28,555.43,-1396.48,-768.07,-2000.00,0.00
19118631,25.46,52.97,948.19,556.22,-635.25,-640.14,-1272.95,0.00
19172839,25.48,53.52,948.17,556.41,-443.85,-482.91,-863.28,0.00
19227605,25.48,52.84,948.11,556.89,-402.34,-333.01,-801.76,0.00
19283078,25.47,52.72,948.18,557.03,-479.00,-476.07,-912.11,0.00
19338683,25.47,53.11,948.18,556.31,-1334.47,63.96,-2000.00,0.00
19394287,25.48,53.54,948.11,556.72,-655.27,-588.87,-619.14,0.00
19453575,25.48,52.95,948.17,556.41,-295.90,-516.11,-840.33,0.00
19505891,25.49,53.33,948.15,556.58,-377.93,-399.90,-903.32,0.00
19557645,25.48,52.78,948.16,556.48,-389.65,-500.00,-967.77,0.00
19609389,25.48,53.08,948.21,556.01,-350.10,400.88,1999.94,0.00
19663435,25.48,53.30,948.11,556.96,-277.34,-714.36,-743.16,0.00
19717460,25.48,53.63,948.17,556.41,-538.09,-499.51,-625.98,0.00
19771566,25.48,53.08,948.16,556.48,-477.54,-473.63,-788.09,0.00
19825802,25.48,53.34,948.13,556.72,-424.80,-614.26,-832.52,0.00
19886138,25.47,53.02,948.14,556.62,-405.76,-505.86,-670.90,0.00
19941622,25.48,53.62,948.20,556.65,-420.90,-635.74,-797.36,0.00
19997304,25.48,53.13,948.19,556.24,-283.20,-687.50,-756.84,0.00
20053519,25.48,53.06,948.25,555.70,-302.25,-451.66,-698.73,0.00
20105060,25.48,53.10,948.21,556.01,-398.93,-533.69,-803.71,0.00
20156554,25.48,53.26,948.28,555.46,-283.20,-499.51,-804.20,0.00
20208155,25.49,53.24,948.20,556.11,-361.82,-600.10,-905.27,0.00
20260841,25.48,53.68,948.20,556.17,-208.50,-658.20,-878.42,0.00
20319145,25.48,53.03,948.13,556.72,-457.03,-563.96,-586.43,0.00
20373250,25.47,53.30,948.15,556.55,-212.40,-623.54,-858.89,0.00
20427472,25.48,53.60,948.20,556.17,-352.54,-439.94,-791.02,0.00
20482740,25.48,53.87,948.19,556.24,-238.77,-785.16,-876.46,0.00
20538216,25.49,53.28,948.12,556.82,-333.50,-772.95,-736.82,0.00
20593757,25.48,53.48,948.20,556.17,-208.50,-923.83,-585.45,0.00
20652131,25.48,53.66,948.16,556.48,-198.24,-918.46,-200.68,0.00
20709195,25.47,53.42,948.18,556.31,-234.86,-915.04,-69.34,0.00
20763778,25.48,53.38,948.13,556.72,-136.72,-979.00,-2.93,0.00
20815433,25.48,53.61,948.13,556.72,-9.28,-951.17,201.17,0.00
20868674,25.48,53.46,948.13,556.72,-2.93,-875.98,430.18,0.00
20922619,25.48,53.57,948.11,556.96,55.18,-859.86,428.71,0.00
20976635,25.48,53.60,948.16,556.48,202.15,-759.77,960.45,0.00
21031140,25.48,53.36,948.14,556.65,439.94,-567.38,686.04,0.00
21085833,25.48,53.43,948.08,557.20,257.81,-868.65,480.47,0.00
21141593,25.49,53.44,948.12,556.82,326.66,-686.04,221.68,0.00
21202131,25.49,53.54,948.16,556.51,345.21,-905.27,-9.28,0.00
21260868,25.49,53.33,948.12,556.82,561.52,-774.41,160.16,0.00
21312341,25.49,53.41,948.15,556.58,492.68,-861.82,501.46,0.00
21363806,25.49,53.82,948.10,556.99,807.13,-519.04,915.04,0.00
21415365,25.49,53.98,948.15,556.58,761.72,-849.61,305.66,0.00
21467040,25.49,53.16,948.18,556.27,708.98,-786.62,312.50,0.00
21520891,25.49,53.37,948.20,556.11,736.33,-764.16,279.79,0.00
21575227,25.49,53.42,948.18,556.34,610.84,-814.94,298.83,0.00
21633706,25.48,53.52,948.17,556.65,688.48,-705.57,313.48,0.00
21688361,25.49,53.18,948.20,556.11,421.87,-661.13,365.72,0.00
21744145,25.48,53.67,948.14,556.65,639.65,-775.39,212.89,0.00
21799592,25.48,53.92,948.11,556.89,591.80,-776.37,321.29,0.00
21855191,25.49,53.28,948.16,556.75,570.31,-742.68,332.52,0.00
21912117,25.50,53.51,948.19,556.20,594.73,-731.45,256.35,0.00
21963633,25.49,53.63,948.08,557.23,533.20,-813.96,287.60,0.00
22015524,25.49,53.51,948.21,556.04,547.36,-688.96,350.59,0.00
22067507,25.49,53.60,948.12,556.82,623.05,-698.24,345.70,0.00
22124353,25.50,53.53,948.11,556.92,635.74,-673.83,312.01,0.00
22178264,25.49,53.78,948.18,556.27,751.95,-630.86,306.15,0.00
22232288,25.50,54.00,948.16,556.44,612.30,-633.79,455.08,0.00
22286365,25.49,53.52,948.10,556.99,701.66,-625.00,435.06,0.00
22341581,25.50,53.60,948.19,556.20,625.49,-648.44,320.31,0.00
22397298,25.49,53.36,948.10,556.99,687.99,-590.33,335.45,0.00
22452732,25.49,53.22,948.18,556.34,797.36,-515.14,343.75,0.00
22511015,25.49,53.75,948.15,556.58,779.79,-446.29,459.47,0.00
22565078,25.50,53.94,948.14,556.20,829.59,-376.46,259.28,0.00
22616472,25.50,53.70,948.15,556.37,466.31,-618.65,254.39,0.00
22668078,25.50,53.68,948.16,556.44,797.85,-562.99,-236.82,0.00
22720769,25.50,53.22,948.17,556.37,899.41,-634.77,-812.50,0.00
22774757,25.50,53.58,948.17,556.37,1357.91,-602.05,-605.47,0.00
22828885,25.50,53.90,948.17,556.37,1223.14,-421.87,-10.74,0.00
22882971,25.50,53.75,948.11,556.92,817.87,-154.79,631.35,0.00
22937604,25.49,53.59,948.07,557.30,1205.08,534.67,651.86,0.00
22998057,25.51,53.86,948.10,557.02,1090.33,58.11,219.24,0.00
23053747,25.51,53.27,948.18,556.30,798.34,343.75,229.49,0.00
23112216,25.50,53.40,948.16,556.68,552.73,600.10,258.79,0.00
23163657,25.50,53.02,948.14,556.68,324.22,702.64,167.97,0.00
23215103,25.50,53.97,948.16,556.44,108.89,610.35,378.42,0.00
23266631,25.51,53.51,948.13,556.78,41.99,1217.29,217.77,0.00
23318288,25.50,53.54,948.20,556.13,628.42,966.80,556.15,0.00
23372126,25.49,54.06,948.16,556.51,432.13,584.96,402.83,0.00
23430423,25.51,53.35,948.13,556.78,-62.50,747.56,684.57,0.00
23484604,25.50,53.29,948.15,556.61,-590.33,618.16,339.36,0.00
23541457,25.51,53.25,948.16,556.47,146.00,725.59,278.32,0.00
23597111,25.50,53.75,948.17,556.37,-146.48,759.77,371.58,0.00
23652617,25.51,53.86,948.15,556.54,-289.55,691.89,285.16,0.00
23708254,25.51,53.45,948.19,556.23,-324.22,874.51,137.21,0.00
23764607,25.50,53.85,948.14,556.68,-259.28,1015.62,83.01,0.00
23816254,25.50,53.76,948.12,556.85,-249.02,1111.82,-63.96,0.00
23871132,25.50,53.80,948.14,556.68,6.84,1010.74,-139.16,0.00
23922920,25.50,53.77,948.22,555.97,-188.96,1117.68,-14.65,0.00
23977097,25.51,54.01,948.13,556.71,-447.75,1291.02,-338.38,0.00
24031402,25.51,53.00,948.21,556.06,-679.20,1084.96,-539.55,0.00
24085685,25.51,53.78,948.18,556.30,-786.13,898.44,-548.34,0.00
24140467,25.50,53.71,948.15,556.61,-807.13,766.11,-445.31,0.00
24195922,25.51,53.84,948.10,557.02,-949.71,685.06,-396.48,0.00
24251577,25.51,53.73,948.13,556.71,-885.74,584.96,-283.69,0.00
24312749,25.50,54.01,948.15,556.61,-854.98,550.78,-103.03,0.00
24368980,25.50,53.50,948.09,557.09,-780.27,422.36,66.41,0.00
24420852,25.51,53.84,948.15,556.54,-714.84,390.62,130.37,0.00
24472523,25.50,53.42,948.12,556.85,-709.47,428.22,246.09,0.00
24524167,25.51,53.81,948.10,557.02,-763.18,510.74,221.68,0.00
24577147,25.51,53.81,948.19,556.23,-731.45,686.04,253.91,0.00
24631403,25.52,54.01,948.15,556.57,-375.49,706.54,453.12,0.00
24685427,25.51,53.49,948.16,556.47,-186.52,737.79,514.16,0.00
24743998,25.51,53.42,948.11,556.95,-36.62,990.23,702.64,0.00
24799254,25.51,52.84,948.13,556.78,49.32,627.93,492.19,0.00
24854665,25.52,53.43,948.18,556.33,192.38,605.96,562.50,0.00
24910680,25.51,53.49,948.16,556.47,265.62,549.80,457.03,0.00
24969161,25.52,54.13,948.17,556.40,287.60,690.92,516.60,0.00
