time_us,temp_C,hum_pct,press_hPa,altitude_m,accelX,accelY,accelZ,voltage_V
4220243,23.26,56.72,948.12,556.80,3.42,43.46,1018.07,0.00
4278500,23.25,56.90,948.14,556.70,150.88,0.49,1047.36,0.00
4333494,23.24,56.43,948.07,557.32,138.67,-15.14,978.52,0.00
4388122,23.25,56.74,948.08,557.41,208.01,-35.64,955.08,0.00
4443855,23.25,56.90,948.14,556.70,191.89,47.36,978.52,0.00
4501595,23.25,56.25,948.12,556.87,271.00,6.35,951.17,0.00
4558665,23.26,56.67,948.12,556.80,220.70,33.20,908.20,0.00
4616107,23.26,56.63,948.10,557.04,-22.46,-35.16,1009.28,0.00
4680819,23.26,56.84,948.13,556.73,-55.18,-83.98,1023.44,0.00
4739434,23.26,56.48,948.13,556.73,-63.96,-63.96,1012.21,0.00
4798356,23.25,56.58,948.06,557.34,-49.80,-61.04,1014.65,0.00
4857043,23.26,56.52,948.16,556.73,10.74,-119.14,1041.02,0.00
4908607,23.25,56.75,948.06,556.87,78.61,-130.86,1045.41,0.00
4960143,23.25,56.66,948.06,557.34,27.83,-117.68,1028.32,0.00
5011819,23.25,56.59,948.08,557.18,141.60,-52.25,1042.97,0.00
5063706,23.25,56.53,948.09,557.11,53.71,-10.25,1022.46,0.00
5122063,23.26,56.92,948.11,556.97,137.70,2.93,1006.35,0.00
5176261,23.25,56.82,948.12,556.87,72.27,-12.70,963.87,0.00
5230921,23.25,56.77,948.14,556.63,62.01,-2.44,1003.42,0.00
5286146,23.26,56.56,948.16,556.49,83.98,6.35,1030.76,0.00
5341760,23.27,56.75,948.12,556.83,91.31,127.93,1089.36,0.00
5397394,23.25,56.42,948.14,556.63,3.42,17.09,1288.09,0.00
5453018,23.25,56.58,948.17,556.39,8.79,126.46,1169.43,0.00
5509291,23.26,56.55,948.18,556.32,111.82,230.96,1144.04,0.00
5560987,23.26,56.67,948.19,556.25,131.35,223.63,1166.02,0.00
5615761,23.25,56.41,948.14,556.63,255.86,312.50,1066.41,0.00
5667535,23.25,56.23,948.05,557.18,205.57,370.61,950.20,0.00
5721557,23.24,56.78,948.07,557.25,60.55,264.65,967.77,0.00
5775749,23.26,56.45,948.11,556.97,124.02,20.02,946.78,0.00
5829975,23.26,56.56,948.10,557.04,92.77,21.97,902.83,0.00
5884301,23.26,56.70,948.05,557.44,6.84,58.11,864.26,0.00
5939732,23.26,56.72,948.07,557.27,160.16,-33.20,768.55,0.00
5995510,23.26,56.57,948.10,557.04,68.85,67.87,822.27,0.00
6056207,23.25,56.64,948.09,557.11,137.21,80.57,853.52,0.00
6112438,23.24,56.96,948.10,557.01,90.33,90.82,1011.23,0.00
6163948,23.25,56.60,948.09,557.11,105.96,130.37,1124.02,0.00
6215475,23.26,56.32,948.12,556.80,118.65,193.36,1080.57,0.00
6267086,23.25,56.54,948.04,557.58,32.71,144.04,1129.39,0.00
6319772,23.25,56.61,948.06,557.34,196.78,107.91,1122.56,0.00
6373760,23.26,56.55,948.08,557.20,72.27,153.32,1099.61,0.00
6429294,23.26,56.62,948.13,556.73,-1.46,315.92,1100.10,0.00
6488074,23.26,56.31,948.10,557.04,69.82,39.55,1112.30,0.00
6543348,23.26,56.36,948.12,556.80,74.22,-50.29,979.98,0.00
6598778,23.26,56.72,948.16,556.49,135.25,1.95,974.12,0.00
6654322,23.26,56.44,948.08,557.20,6.35,29.30,855.96,0.00
6713097,23.26,56.47,948.08,557.20,13.67,-39.06,855.47,0.00
6764880,23.26,56.86,948.05,557.44,18.55,31.25,903.32,0.00
6816435,23.27,56.88,948.09,557.13,129.39,-25.88,910.16,0.00
6868162,23.27,57.10,948.14,556.66,99.61,91.31,921.39,0.00
6919885,23.26,56.79,948.11,556.97,93.26,95.70,1065.92,0.00
6978295,23.26,56.44,948.08,557.20,30.76,92.77,1014.65,0.00
7033101,23.26,56.81,948.05,557.44,92.29,62.01,1073.24,0.00
7087434,23.26,56.46,948.13,556.73,175.78,225.59,1096.68,0.00
7142272,23.27,56.54,948.03,556.90,276.37,197.27,1178.22,0.00
7198406,23.27,56.76,948.15,556.59,246.09,260.25,1033.20,0.00
7254028,23.26,56.24,948.08,557.20,226.56,252.44,1280.27,0.00
7310140,23.27,56.67,948.15,556.59,168.95,127.93,1049.80,0.00
7366609,23.26,57.09,948.10,557.04,124.51,119.63,975.10,0.00
7421085,23.27,56.95,948.07,557.30,272.46,143.07,1010.25,0.00
7472965,23.27,56.71,948.06,557.37,250.98,185.55,944.34,0.00
7524561,23.26,56.81,948.08,557.20,145.02,219.24,1031.25,0.00
7578311,23.26,56.65,948.10,557.04,249.02,114.75,937.01,0.00
7632453,23.27,56.36,948.12,556.83,130.37,104.98,922.85,0.00
7686441,23.27,56.64,948.09,557.13,32.23,-16.60,1056.15,0.00
7740532,23.26,56.77,948.12,556.80,-24.90,157.71,926.76,0.00
7796331,23.28,57.18,948.13,556.75,-25.39,-66.89,895.02,0.00
7851683,23.28,57.20,948.11,556.92,-128.91,67.38,989.75,0.00
7912352,23.27,56.67,948.06,557.37,113.28,121.09,764.16,0.00
7968527,23.28,56.90,948.18,556.28,75.20,86.43,777.34,0.00
8019926,23.27,56.72,948.12,556.83,44.92,38.57,857.42,0.00
8071322,23.27,56.93,948.14,557.13,39.55,59.57,732.42,0.00
8122925,23.27,56.63,948.12,557.30,33.69,35.16,859.86,0.00
8175599,23.28,57.02,948.14,556.68,-38.57,13.18,947.75,0.00
8229669,23.28,56.83,948.11,556.92,29.79,59.08,1095.21,0.00
8283765,23.28,56.39,948.13,556.75,100.59,157.23,1806.64,0.00
8342480,23.28,56.70,948.10,556.99,169.43,103.03,1999.94,0.00
8397880,23.28,57.23,948.14,556.68,507.81,162.11,1999.94,0.00
8453480,23.28,56.90,948.13,556.75,445.80,242.68,1999.94,0.00
8509111,23.26,56.56,948.11,556.97,287.60,221.19,1999.94,0.00
8567538,23.28,57.23,948.00,557.87,179.69,327.64,1920.41,0.00
8619014,23.28,57.03,947.99,557.94,13.18,34.67,-50.29,0.00
8670481,23.27,56.84,947.95,558.32,50.29,38.09,-10.74,0.00
8722061,23.27,57.08,947.93,558.49,24.90,19.04,0.98,0.00
8773757,23.28,56.26,947.91,558.66,25.39,12.70,11.72,0.00
8864881,23.28,56.67,947.94,558.42,-3.91,-1.46,3.91,0.00
8919166,23.27,56.48,947.90,558.73,-12.70,7.32,21.97,0.00
9023342,23.28,56.86,947.89,558.82,12.70,17.58,1.95,0.00
9078115,23.27,56.81,947.84,559.27,7.81,24.41,19.53,0.00
9133476,23.28,57.15,947.94,558.42,17.09,14.65,18.55,0.00
9188892,23.28,56.45,947.89,558.89,20.51,13.18,15.63,0.00
9244542,23.27,57.09,947.93,558.49,24.41,7.81,13.67,0.00
9306414,23.27,56.94,947.90,558.73,24.90,0.98,19.04,0.00
9357962,23.29,57.15,947.90,558.75,54.69,1.46,15.14,0.00
9412532,23.29,57.16,947.90,558.75,64.94,31.74,23.44,0.00
9464826,23.28,56.50,947.89,558.82,55.66,17.58,25.88,0.00
9518772,23.28,56.94,947.89,558.82,66.41,7.32,16.60,0.00
9573264,23.28,57.25,947.92,558.59,80.57,13.67,6.84,0.00
9627470,23.29,57.35,947.96,558.28,271.97,246.09,662.60,0.00
9681774,23.28,57.27,947.98,558.11,1397.95,-983.40,223.14,0.00
9737598,23.28,56.58,948.06,557.40,103.03,-1234.86,1479.49,0.00
9793209,23.29,57.08,948.05,557.50,1756.35,-1853.52,-1187.01,0.00
9854371,23.30,57.23,948.13,556.71,1505.37,-1997.56,-1344.24,0.00
9910609,23.29,56.83,948.06,557.33,206.05,-1500.98,-1027.83,0.00
9962159,23.29,56.44,948.12,556.85,450.68,-1403.81,-1046.39,0.00
10014263,23.28,56.34,948.11,556.92,305.66,-1139.16,-1043.46,0.00
10066341,23.28,56.74,948.11,556.92,162.11,-1093.75,-751.95,0.00
10119135,23.29,56.78,948.04,557.57,92.77,-1109.86,-602.54,0.00
10173213,23.30,56.88,948.13,556.71,285.64,-1061.52,-398.44,0.00
10227476,23.30,56.75,948.13,556.71,288.09,-1289.06,-292.97,0.00
10286292,23.30,56.82,948.13,556.71,-204.59,-916.50,-147.46,0.00
10342064,23.28,56.91,948.06,557.40,48.83,-941.89,-176.76,0.00
10397559,23.27,56.59,948.07,557.30,-234.86,-820.80,208.01,0.00
10453095,23.29,56.61,948.12,556.85,-225.10,-425.78,345.70,0.00
10511499,23.28,57.44,948.05,557.47,-496.58,187.01,892.09,0.00
10563121,23.29,56.97,948.10,557.02,-289.06,146.48,931.15,0.00
10615069,23.28,56.62,948.08,557.23,-470.70,590.33,1201.66,0.00
10667026,23.28,56.57,948.11,556.92,-38.57,62.01,1130.86,0.00
10723008,23.29,56.84,948.09,557.09,87.89,216.80,1043.46,0.00
10777306,23.22,56.73,948.01,557.77,10.25,544.43,983.40,0.00
10831637,23.30,56.90,948.12,556.88,290.04,441.41,1071.78,0.00
10885963,23.29,56.82,948.10,557.02,61.52,232.42,1040.53,0.00
10940865,23.29,56.84,948.17,556.38,-304.20,366.21,1245.12,0.00
10996408,23.30,56.64,948.11,556.95,-519.04,15.14,1024.90,0.00
11052060,23.29,56.45,948.10,557.02,358.89,96.19,871.58,0.00
11107821,23.29,57.04,948.12,556.85,-102.05,259.28,1088.38,0.00
11167008,23.29,57.06,948.12,556.85,79.59,74.71,848.63,0.00
11218357,23.30,56.29,948.12,556.88,-183.59,-415.53,500.49,0.00
11269815,23.30,56.57,948.08,557.19,-46.39,-400.39,592.77,0.00
11321408,23.28,56.63,948.14,556.68,297.36,218.26,1160.64,0.00
11375137,23.29,56.85,948.13,556.78,64.45,149.41,757.32,0.00
11429067,23.29,56.85,948.07,557.26,-178.22,349.61,925.78,0.00
11483082,23.30,56.71,948.12,556.88,-93.26,287.60,967.77,0.00
11537269,23.29,56.50,948.09,557.09,-105.47,333.50,1000.98,0.00
11597227,23.29,56.56,948.10,557.02,68.85,233.40,1022.46,0.00
11652678,23.30,56.49,948.05,556.95,-115.23,249.51,910.64,0.00
11708181,23.30,56.91,948.12,556.88,29.79,199.22,1108.40,0.00
11764439,23.30,56.83,948.13,556.71,-72.75,195.31,1074.22,0.00
11815980,23.29,56.62,948.12,556.85,-243.65,211.91,986.33,0.00
11867535,23.30,56.36,948.12,556.88,108.40,244.63,1079.59,0.00
11919166,23.28,56.62,948.03,557.64,-81.05,146.97,1006.35,0.00
11971953,23.27,56.62,948.07,557.30,55.66,-32.71,1010.25,0.00
12025975,23.28,57.03,948.08,557.16,50.29,-2.44,1037.60,0.00
12084639,23.29,56.73,948.10,557.02,-8.79,-22.46,842.29,0.00
12140948,23.29,57.06,948.07,557.26,109.86,22.46,881.35,0.00
12196511,23.30,56.50,948.08,557.19,10.74,99.61,1070.80,0.00
12252102,23.29,56.84,948.07,557.26,-44.43,118.16,999.02,0.00
12307853,23.31,56.56,948.12,556.81,47.36,79.10,1056.15,0.00
12366316,23.29,56.57,948.10,557.02,15.14,-208.98,1024.90,0.00
12417861,23.20,57.30,947.91,558.69,-476.07,300.78,1030.27,0.00
12469421,23.30,56.63,948.06,557.36,-65.43,34.18,990.23,0.00
12524303,23.30,56.66,948.08,557.19,-264.16,246.58,1097.66,0.00
12577157,23.30,56.71,948.09,557.12,91.31,14.65,989.75,0.00
12631309,23.30,56.56,948.08,557.19,59.57,407.71,929.20,0.00
12685519,23.30,56.43,948.14,556.64,7.32,32.71,881.35,0.00
12740270,23.31,56.46,948.10,556.98,-41.02,66.89,897.95,0.00
12795169,23.29,57.11,948.05,556.78,-26.37,86.43,1065.43,0.00
12851052,23.29,56.85,948.09,557.09,51.27,128.42,994.63,0.00
12906521,23.29,57.38,948.04,557.57,172.85,382.32,965.82,0.00
12969958,23.31,56.08,948.04,557.52,201.17,126.46,891.60,0.00
13021894,23.30,56.69,948.09,557.12,-131.35,1257.81,1614.26,0.00
13073758,23.31,56.79,948.10,557.05,261.72,276.86,1084.47,0.00
13125454,23.31,56.65,948.04,557.52,200.68,231.45,1061.04,0.00
13177216,23.30,56.65,948.09,557.12,110.84,106.93,1041.50,0.00
13231493,23.30,56.94,948.06,557.36,244.14,35.16,988.28,0.00
13285544,23.29,57.36,948.04,557.57,258.79,-20.51,982.42,0.00
13339927,23.19,56.84,947.91,558.66,293.95,53.22,972.17,0.00
13394116,23.29,56.66,948.05,557.50,243.65,32.71,981.45,0.00
13449365,23.30,56.80,948.12,556.88,223.14,61.04,997.56,0.00
