time_us,temp_C,hum_pct,press_hPa,altitude_m,accelX,accelY,accelZ,voltage_V
4268438,23.32,56.81,948.12,556.84,179.69,51.27,1006.84,0.00
4328882,23.32,56.91,948.14,556.67,201.17,43.95,1010.25,0.00
4385823,23.33,56.15,948.13,556.77,189.94,58.59,996.09,0.00
4443254,23.33,56.20,948.14,556.70,172.36,16.60,1010.25,0.00
4501918,23.33,56.69,948.16,556.53,220.21,39.06,1037.60,0.00
4560250,23.33,56.59,948.14,556.70,280.27,48.34,980.96,0.00
4618688,23.33,57.13,948.13,556.77,174.32,62.50,841.80,0.00
4677870,23.33,56.40,948.08,557.17,63.48,49.80,776.86,0.00
4736769,23.33,56.77,948.07,557.24,-28.32,104.98,635.74,0.00
4791703,23.33,56.86,948.08,557.17,-42.97,85.45,589.36,0.00
4846435,23.33,56.38,948.14,556.70,41.02,2.93,403.32,0.00
4900464,23.33,56.54,948.11,556.70,-181.64,0.00,221.68,0.00
4955021,23.33,56.98,948.14,556.70,162.11,145.51,747.56,0.00
5009288,23.32,56.31,948.12,556.84,27.34,-13.18,1286.62,0.00
5064090,23.33,56.90,948.08,557.17,518.55,621.58,1999.94,0.00
5119519,23.34,56.72,948.17,556.39,402.34,217.29,1999.94,0.00
5180265,23.32,57.05,948.15,556.60,361.33,291.50,1999.94,0.00
5236333,23.33,56.71,948.13,556.77,313.96,224.61,1999.94,0.00
5292575,23.32,56.80,948.14,557.15,364.75,198.73,1999.94,0.00
5344128,23.32,56.24,948.06,557.38,470.70,20.51,1999.94,0.00
5395603,23.33,57.00,948.02,557.72,637.70,-113.28,1999.94,0.00
5447273,23.34,57.10,948.02,557.75,142.58,-5.37,1999.94,0.00
5499984,23.33,56.54,947.92,558.60,75.68,121.09,4.39,0.00
5553909,23.33,56.51,947.94,558.43,-36.62,34.67,-62.99,0.00
5607985,23.32,56.60,947.90,558.74,5.86,13.67,-38.09,0.00
5716549,23.34,56.81,947.94,558.46,3.42,-5.86,-15.14,0.00
5772005,23.34,56.71,947.91,558.70,2.93,-14.65,2.44,0.00
5827429,23.33,56.95,947.83,559.38,7.81,-17.09,-1.95,0.00
5882964,23.34,56.53,947.87,559.00,13.18,-23.44,15.63,0.00
5941338,23.33,56.86,947.87,559.07,15.14,-12.21,7.81,0.00
5993364,23.34,57.05,947.87,559.00,8.79,-7.81,3.91,0.00
6045214,23.34,56.87,947.85,559.24,5.37,-3.42,5.86,0.00
6096832,23.33,56.91,947.84,559.31,-7.81,-3.42,-1.95,0.00
6152913,23.34,57.38,947.82,559.48,-15.63,2.93,6.84,0.00
6207101,23.34,57.14,947.82,559.48,-8.79,-14.16,-0.49,0.00
6261338,23.33,56.34,947.88,558.91,-20.02,-26.86,7.32,0.00
6315716,23.34,57.49,947.85,559.24,-18.07,-21.97,2.93,0.00
6370564,23.33,56.87,947.84,559.31,-44.92,-26.37,-11.72,0.00
6428214,23.34,57.36,947.96,558.22,-71.29,-30.76,-8.79,0.00
6484135,23.33,57.06,947.95,558.36,-66.89,-71.78,-27.34,0.00
6539897,23.33,56.78,947.91,558.67,-86.43,-85.94,-40.53,0.00
6596210,23.33,57.66,947.95,558.36,-111.82,-97.66,-53.22,0.00
6650825,23.34,56.94,948.01,557.82,-119.14,-117.19,-79.10,0.00
6702820,23.33,56.67,948.05,557.41,-119.14,-138.18,-103.52,0.00
6754518,23.34,56.97,948.02,557.75,-2000.00,-2000.00,-2000.00,0.00
6808428,23.34,57.05,948.09,557.10,-1862.30,-847.66,-535.16,0.00
6862768,23.33,56.15,948.11,556.93,-1521.97,-312.01,-1139.16,0.00
6917172,23.33,56.95,948.10,557.00,-2000.00,-192.38,-1569.82,0.00
6971394,23.33,56.80,948.05,557.41,-2000.00,-303.22,-1448.73,0.00
7026980,23.32,56.63,948.11,556.91,-1800.29,-400.39,-1715.33,0.00
7087469,23.33,56.90,948.11,556.93,-1608.40,-89.36,-1463.87,0.00
7143098,23.34,57.02,948.17,556.39,-1747.56,185.06,-1239.26,0.00
7200112,23.34,57.17,948.15,556.56,-1455.08,-228.03,-1018.55,0.00
7251842,23.33,57.35,948.18,556.29,-1263.18,-321.29,-613.28,0.00
7303784,23.33,56.45,948.16,556.46,-1088.38,-306.64,-650.39,0.00
7355965,23.33,56.92,948.16,556.46,-1129.39,-15.63,-544.43,0.00
7408830,23.33,56.86,948.14,556.70,-713.87,-224.12,-180.66,0.00
7463287,23.34,56.55,948.14,556.63,-948.73,9.28,-69.34,0.00
7522152,23.34,56.62,948.14,556.63,-706.05,95.70,278.32,0.00
7576412,23.33,57.36,948.14,556.70,-801.76,161.13,241.21,0.00
7632080,23.34,56.88,948.09,557.10,-421.87,19.53,477.54,0.00
7687613,23.34,56.86,948.04,557.58,-416.50,125.00,512.70,0.00
7743213,23.34,57.05,948.09,557.10,-469.73,137.21,682.62,0.00
7801781,23.34,57.31,948.06,557.34,-358.40,60.06,822.75,0.00
7853152,23.34,57.29,948.12,556.86,-269.53,57.62,867.19,0.00
7904923,23.34,57.01,948.15,556.56,-69.82,24.90,882.81,0.00
7959685,23.34,56.88,948.09,557.10,-168.46,146.48,979.00,0.00
8012401,23.34,57.05,948.12,556.86,-111.82,102.05,953.12,0.00
8066881,23.33,56.83,948.08,557.17,-91.80,197.27,896.48,0.00
8120847,23.33,57.05,948.16,556.53,-86.43,176.76,893.07,0.00
8175016,23.33,56.71,948.08,557.17,158.20,342.29,1040.04,0.00
8229612,23.32,56.65,948.07,557.31,-137.21,369.14,1093.26,0.00
8284915,23.34,56.88,948.12,556.79,107.91,389.16,1032.23,0.00
8340382,23.33,56.72,948.13,556.77,28.32,417.97,1018.07,0.00
8403747,23.34,56.73,948.12,556.86,104.00,266.11,1038.57,0.00
8455408,23.34,57.01,948.14,556.63,-18.07,155.27,1062.01,0.00
8507016,23.34,56.54,948.06,557.34,58.11,261.23,995.61,0.00
8558714,23.34,56.94,948.06,557.34,46.39,225.10,988.77,0.00
8610503,23.34,56.39,948.14,556.39,71.29,94.24,874.51,0.00
8664540,23.34,56.94,948.14,556.63,-416.99,200.68,1146.00,0.00
8718694,23.33,57.15,948.11,556.93,15.63,104.49,865.72,0.00
8772959,23.34,56.78,948.09,557.10,129.39,122.56,925.78,0.00
8827259,23.34,57.14,948.14,556.63,53.22,157.23,982.42,0.00
8888226,23.33,57.13,948.13,556.77,4.88,300.78,873.54,0.00
8943811,23.33,57.12,948.11,556.93,118.65,1987.79,1234.86,0.00
8999612,23.33,56.80,948.02,557.72,183.11,116.70,979.98,0.00
9055848,23.33,57.38,948.08,557.17,31.25,130.37,1174.80,0.00
9107482,23.33,56.94,948.14,556.70,170.41,74.71,947.27,0.00
9159049,23.34,56.78,948.06,557.34,17.58,321.29,987.30,0.00
9210848,23.35,57.24,948.13,556.72,-51.27,264.16,1000.00,0.00
9266629,23.35,57.05,948.13,556.72,38.57,294.92,975.10,0.00
9326356,23.34,56.70,948.10,557.03,387.21,-1019.53,1211.91,0.00
9380599,23.35,57.05,948.11,556.96,263.18,350.59,948.24,0.00
9435544,23.35,57.33,948.11,556.96,260.25,455.57,1119.63,0.00
9490976,23.35,57.02,948.17,556.42,213.38,257.81,1016.11,0.00
9546913,23.35,57.00,948.13,556.72,35.64,403.32,778.32,0.00
